brain,scenario,method,tissue_pct,skull_pct,status,converged,tissue_rmse,tissue_std,tissue_mean,skull_rmse,ms_ssim,psnr,n_tissue_px,n_skull_px,n_brain_px
vp_299154,standard,sg,97.63,87.91,converged,1,11.568,17.493,1558.124,162.423,0.9823,25.445,30251,2630,43862
vp_299154,standard,sg_c,93.72,81.75,converged,1,14.336,20.578,1558.95,188.299,0.9842,25.746,30251,2630,43862
vp_299154,reduced_compute,baseline,8.27,19.28,failed,0,84.95,2.259,1480.32,638.999,0.9108,19.52,30251,2630,43862
vp_299154,reduced_compute,dg,70.43,75.55,converged,1,31.646,27.032,1586.121,247.924,0.9416,21.963,30251,2630,43862
vp_299154,reduced_compute,sg,97.95,96.96,converged,1,10.829,18.206,1558.796,124.295,0.9743,24.479,30251,2630,43862
vp_299154,reduced_compute,sg_c,93.08,89.7,converged,1,14.543,20.99,1561.757,161.89,0.9817,25.569,30251,2630,43862
vp_299154,missing_low_freq,baseline,8.27,14.79,failed,0,85.064,2.242,1480.214,680.772,0.9088,19.389,30251,2630,43862
vp_299154,missing_low_freq,dg,58.65,61.18,buffer,0,36.458,24.785,1592.269,431.847,0.9339,21.194,30251,2630,43862
vp_299154,missing_low_freq,sg,14.54,51.56,failed,0,80.048,24.546,1488.602,400.027,0.924,20.773,30251,2630,43862
vp_299154,missing_low_freq,sg_c,80.14,89.35,converged,1,27.593,22.481,1541.875,156.977,0.9794,25.468,30251,2630,43862
vp_175338,standard,baseline,95.06,63.1,converged,1,15.222,22.693,1564.213,260.061,0.9613,22.547,29461,2439,42635
vp_175338,standard,dg,82.6,68.35,converged,1,21.121,23.082,1558.33,258.541,0.9636,22.798,29461,2439,42635
vp_175338,standard,sg,96.19,81.14,converged,1,16.097,19.267,1557.121,187.102,0.9787,24.341,29461,2439,42635
vp_175338,standard,sg_c,93.77,70.03,converged,1,14.692,23.379,1564.536,225.025,0.9816,24.773,29461,2439,42635
vp_175338,reduced_compute,baseline,6.17,16.89,failed,0,91.245,1.252,1480.04,696.287,0.9136,18.927,29461,2439,42635
vp_175338,reduced_compute,dg,88.68,78.35,converged,1,20.423,19.936,1583.5,233.947,0.9564,22.221,29461,2439,42635
vp_175338,reduced_compute,sg,97.64,85.81,converged,1,12.99,18.742,1561.848,172.736,0.9699,23.373,29461,2439,42635
vp_175338,reduced_compute,sg_c,95.55,75.89,converged,1,13.303,22.561,1568.929,203.05,0.9788,24.44,29461,2439,42635
vp_175338,missing_low_freq,baseline,6.17,13.45,failed,0,91.263,0.003,1480.0,759.13,0.9096,18.729,29461,2439,42635
vp_175338,missing_low_freq,dg,6.17,26.24,failed,0,91.217,0.933,1480.06,663.491,0.928,19.557,29461,2439,42635
vp_175338,missing_low_freq,sg,6.5,31.69,failed,0,90.471,6.631,1481.104,502.585,0.9266,19.892,29461,2439,42635
vp_175338,missing_low_freq,sg_c,80.61,72.08,converged,1,23.46,28.412,1559.757,217.767,0.974,24.388,29461,2439,42635
vp_129129,standard,baseline,12.47,21.64,failed,0,85.381,33.068,1491.824,572.867,0.9119,19.084,29387,3581,43730
vp_129129,standard,dg,88.87,64.51,converged,1,21.675,24.226,1579.009,339.416,0.9552,21.891,29387,3581,43730
vp_129129,standard,sg,94.21,81.54,converged,1,14.374,20.684,1577.171,189.949,0.9751,23.835,29387,3581,43730
vp_129129,standard,sg_c,96.93,82.77,converged,1,12.447,22.798,1570.001,187.278,0.9779,24.056,29387,3581,43730
vp_129129,reduced_compute,baseline,7.35,17.62,failed,0,90.497,2.14,1480.292,779.284,0.8926,17.709,29387,3581,43730
vp_129129,reduced_compute,dg,7.5,35.05,failed,0,86.377,12.039,1485.019,626.365,0.9001,18.225,29387,3581,43730
vp_129129,reduced_compute,sg,90.7,84.47,converged,1,19.915,20.738,1584.261,187.865,0.9646,22.853,29387,3581,43730
vp_129129,reduced_compute,sg_c,95.28,84.11,converged,1,14.187,23.18,1572.65,190.814,0.9702,23.425,29387,3581,43730
vp_129129,missing_low_freq,baseline,7.35,14.24,failed,0,90.741,0.526,1480.031,848.988,0.8889,17.542,29387,3581,43730
vp_129129,missing_low_freq,dg,7.35,32.95,failed,0,87.485,8.303,1483.358,746.133,0.9017,17.937,29387,3581,43730
vp_129129,missing_low_freq,sg,7.74,36.0,failed,0,86.909,10.152,1484.151,537.747,0.9026,18.661,29387,3581,43730
vp_129129,missing_low_freq,sg_c,91.23,83.78,converged,1,17.074,25.401,1568.399,182.919,0.9729,23.892,29387,3581,43730
vp_753251,standard,baseline,97.83,64.07,converged,1,11.381,21.091,1559.594,232.247,0.977,23.584,33529,1659,46510
vp_753251,standard,dg,95.57,85.47,converged,1,12.311,19.866,1565.205,188.228,0.9735,23.23,33529,1659,46510
vp_753251,standard,sg,97.39,83.66,converged,1,14.387,18.716,1553.511,173.859,0.9874,25.258,33529,1659,46510
vp_753251,standard,sg_c,88.14,70.71,converged,1,18.591,22.856,1553.354,220.336,0.9857,25.507,33529,1659,46510
vp_753251,reduced_compute,baseline,7.38,17.54,failed,0,87.382,0.0,1480.0,689.137,0.9173,19.177,33529,1659,46510
vp_753251,reduced_compute,dg,87.9,55.76,buffer,0,19.843,23.695,1574.33,351.707,0.9575,21.781,33529,1659,46510
vp_753251,reduced_compute,sg,97.07,80.65,converged,1,13.287,21.526,1557.844,209.755,0.9737,23.534,33529,1659,46510
vp_753251,reduced_compute,sg_c,91.98,71.85,converged,1,15.566,24.742,1563.152,218.686,0.9842,25.202,33529,1659,46510
vp_753251,missing_low_freq,baseline,7.38,15.67,failed,0,87.382,0.0,1480.0,753.987,0.9165,19.199,33529,1659,46510
vp_753251,missing_low_freq,dg,7.38,23.63,failed,0,87.315,0.794,1480.065,699.947,0.9228,18.957,33529,1659,46510
vp_753251,missing_low_freq,sg,86.47,59.37,buffer,0,22.58,25.953,1552.955,343.616,0.9625,23.297,33529,1659,46510
vp_753251,missing_low_freq,sg_c,71.49,77.7,converged,1,31.562,29.421,1544.608,197.644,0.9752,25.129,33529,1659,46510
vp_783462,standard,baseline,9.01,33.34,failed,0,83.856,34.522,1488.719,618.148,0.9037,18.806,31008,3743,45848
vp_783462,standard,dg,84.68,79.0,converged,1,22.928,20.979,1577.6,280.519,0.9545,21.822,31008,3743,45848
vp_783462,standard,sg,96.56,92.25,converged,1,12.462,18.314,1556.225,145.939,0.9808,24.428,31008,3743,45848
vp_783462,standard,sg_c,95.5,84.29,converged,1,15.191,20.595,1569.577,175.164,0.9821,24.628,31008,3743,45848
vp_783462,reduced_compute,baseline,6.46,25.09,failed,0,82.965,6.728,1481.716,796.737,0.8989,17.875,31008,3743,45848
vp_783462,reduced_compute,dg,9.71,7.13,failed,0,74.999,18.672,1491.244,860.22,0.8945,17.434,31008,3743,45848
vp_783462,reduced_compute,sg,96.04,90.09,converged,1,13.339,19.421,1566.358,171.975,0.9642,22.737,31008,3743,45848
vp_783462,reduced_compute,sg_c,91.2,89.07,converged,1,19.691,24.069,1568.769,161.426,0.9696,23.719,31008,3743,45848
vp_783462,missing_low_freq,baseline,6.36,20.63,failed,0,83.588,5.095,1480.947,850.485,0.8963,17.731,31008,3743,45848
vp_783462,missing_low_freq,dg,6.36,17.82,failed,0,79.635,9.672,1484.836,810.686,0.8961,17.564,31008,3743,45848
vp_783462,missing_low_freq,sg,13.01,42.91,failed,0,77.964,30.404,1492.057,652.792,0.9038,18.704,31008,3743,45848
vp_783462,missing_low_freq,sg_c,90.37,86.48,converged,1,19.919,24.417,1566.354,171.009,0.9755,24.318,31008,3743,45848
vp_664757,standard,baseline,87.36,44.38,buffer,0,22.939,22.019,1585.723,324.801,0.9622,22.482,29557,2643,43015
vp_664757,standard,dg,92.27,72.68,converged,1,16.967,21.205,1576.292,223.685,0.9656,22.931,29557,2643,43015
vp_664757,standard,sg,97.5,80.17,converged,1,13.988,19.086,1556.978,187.136,0.9771,23.868,29557,2643,43015
vp_664757,standard,sg_c,97.08,68.94,converged,1,12.413,22.148,1567.114,224.365,0.9824,24.58,29557,2643,43015
vp_664757,reduced_compute,baseline,6.67,20.47,failed,0,88.999,1.043,1480.106,619.081,0.9103,18.824,29557,2643,43015
vp_664757,reduced_compute,dg,82.49,79.42,converged,1,23.973,20.64,1586.775,224.836,0.9496,21.605,29557,2643,43015
vp_664757,reduced_compute,sg,97.91,82.26,converged,1,10.879,18.795,1563.163,181.111,0.9683,23.015,29557,2643,43015
vp_664757,reduced_compute,sg_c,97.1,74.61,converged,1,12.797,21.625,1571.257,206.361,0.9781,24.06,29557,2643,43015
vp_664757,missing_low_freq,baseline,6.67,16.46,failed,0,89.029,1.089,1480.076,672.155,0.9068,18.698,29557,2643,43015
vp_664757,missing_low_freq,dg,83.32,56.98,buffer,0,24.864,24.093,1583.906,403.672,0.9401,20.851,29557,2643,43015
vp_664757,missing_low_freq,sg,6.85,40.56,failed,0,87.874,5.331,1481.327,458.28,0.9174,19.397,29557,2643,43015
vp_664757,missing_low_freq,sg_c,96.38,76.58,converged,1,13.281,22.089,1569.956,198.376,0.9795,24.393,29557,2643,43015
vp_177140,standard,baseline,9.9,18.21,failed,0,87.913,27.449,1488.706,564.462,0.8998,18.876,25417,3713,39307
vp_177140,standard,dg,73.89,85.78,converged,1,28.508,18.386,1595.058,196.073,0.9479,22.043,25417,3713,39307
vp_177140,standard,sg,87.03,85.13,converged,1,23.043,17.864,1590.217,168.186,0.97,23.607,25417,3713,39307
vp_177140,standard,sg_c,94.38,96.04,converged,1,14.119,18.347,1564.772,127.026,0.975,23.974,25417,3713,39307
vp_177140,reduced_compute,baseline,5.91,15.76,failed,0,89.891,13.04,1483.758,730.215,0.879,17.807,25417,3713,39307
vp_177140,reduced_compute,dg,4.33,35.66,failed,0,85.428,16.209,1488.034,614.987,0.8904,18.302,25417,3713,39307
vp_177140,reduced_compute,sg,62.17,90.36,converged,1,31.734,18.978,1598.965,162.743,0.9502,22.321,25417,3713,39307
vp_177140,reduced_compute,sg_c,82.57,92.57,converged,1,25.174,18.495,1592.435,147.158,0.9652,23.316,25417,3713,39307
vp_177140,missing_low_freq,baseline,6.31,10.99,failed,0,90.355,16.791,1484.037,792.75,0.8733,17.608,25417,3713,39307
vp_177140,missing_low_freq,dg,4.3,32.18,failed,0,85.682,14.286,1487.396,628.614,0.8922,18.33,25417,3713,39307
vp_177140,missing_low_freq,sg,4.56,30.78,failed,0,82.468,16.943,1490.905,658.002,0.8822,18.149,25417,3713,39307
vp_177140,missing_low_freq,sg_c,93.45,95.53,converged,1,15.63,19.563,1569.216,131.275,0.9652,23.315,25417,3713,39307
vp_392447,standard,baseline,11.39,37.49,failed,0,86.073,10.738,1481.066,575.396,0.9098,19.06,32782,3089,47351
vp_392447,standard,dg,70.72,49.3,buffer,0,28.984,25.01,1585.211,432.069,0.932,20.372,32782,3089,47351
vp_392447,standard,sg,91.67,83.39,converged,1,17.857,23.378,1550.718,180.129,0.9813,24.679,32782,3089,47351
vp_392447,standard,sg_c,93.98,79.86,converged,1,14.338,25.236,1558.784,192.599,0.9827,24.967,32782,3089,47351
vp_392447,reduced_compute,baseline,11.1,0.71,failed,0,86.26,0.0,1480.0,895.514,0.8876,17.421,32782,3089,47351
vp_392447,reduced_compute,dg,46.24,2.82,failed,0,43.883,33.571,1592.423,755.946,0.8973,18.269,32782,3089,47351
vp_392447,reduced_compute,sg,85.41,26.19,failed,0,25.288,29.856,1573.01,616.409,0.9192,20.006,32782,3089,47351
vp_392447,reduced_compute,sg_c,73.49,81.61,converged,1,33.359,35.856,1546.944,189.829,0.9545,23.694,32782,3089,47351
vp_392447,missing_low_freq,baseline,11.1,0.78,failed,0,86.26,0.0,1480.0,942.905,0.8863,17.4,32782,3089,47351
vp_392447,missing_low_freq,dg,11.1,6.28,failed,0,75.908,10.139,1489.812,829.742,0.8943,17.577,32782,3089,47351
vp_392447,missing_low_freq,sg,84.39,35.55,buffer,0,39.647,41.943,1561.587,724.39,0.9013,19.047,32782,3089,47351
vp_392447,missing_low_freq,sg_c,2.78,43.19,failed,0,148.599,61.318,1698.522,514.91,0.8783,18.592,32782,3089,47351
vp_100307,standard,baseline,53.73,29.86,failed,0,50.357,49.771,1565.243,705.926,0.9319,20.374,27137,3249,40715
vp_100307,standard,dg,82.84,46.63,buffer,0,26.584,28.791,1567.521,513.529,0.9478,21.4,27137,3249,40715
vp_100307,standard,sg,92.23,71.84,converged,1,18.472,20.657,1582.255,244.642,0.9724,24.068,27137,3249,40715
vp_100307,standard,sg_c,89.45,75.38,converged,1,19.112,24.492,1568.432,220.724,0.9741,24.335,27137,3249,40715
vp_100307,reduced_compute,baseline,4.3,13.6,failed,0,93.114,0.119,1480.003,859.404,0.9039,17.924,27137,3249,40715
vp_100307,reduced_compute,dg,52.21,47.06,buffer,0,43.885,45.245,1584.849,632.083,0.9178,19.697,27137,3249,40715
vp_100307,reduced_compute,sg,80.43,59.96,buffer,0,29.027,25.769,1591.969,375.495,0.9572,22.538,27137,3249,40715
vp_100307,reduced_compute,sg_c,88.71,69.47,converged,1,23.348,27.656,1577.236,267.808,0.9643,23.497,27137,3249,40715
vp_100307,missing_low_freq,baseline,4.3,11.54,failed,0,93.116,0.048,1480.001,904.601,0.9002,17.788,27137,3249,40715
vp_100307,missing_low_freq,dg,4.3,24.87,failed,0,93.094,0.393,1480.026,793.55,0.9228,18.699,27137,3249,40715
vp_100307,missing_low_freq,sg,4.3,26.84,failed,0,91.688,4.632,1481.481,775.991,0.9025,18.175,27137,3249,40715
vp_100307,missing_low_freq,sg_c,76.44,73.35,converged,1,29.72,29.419,1555.491,274.183,0.9625,23.46,27137,3249,40715
vp_499566,standard,baseline,93.95,30.89,buffer,0,16.934,18.822,1575.647,343.672,0.9742,23.051,28905,2004,41625
vp_499566,standard,dg,97.1,87.57,converged,1,15.146,16.744,1549.383,175.757,0.979,23.775,28905,2004,41625
vp_499566,standard,sg,98.41,69.31,converged,1,9.549,17.163,1565.996,222.97,0.9858,25.095,28905,2004,41625
vp_499566,standard,sg_c,96.88,60.43,converged,1,12.268,19.571,1557.631,248.941,0.9869,25.273,28905,2004,41625
vp_499566,reduced_compute,baseline,5.8,19.91,failed,0,83.039,6.608,1480.703,594.737,0.9223,19.159,28905,2004,41625
vp_499566,reduced_compute,dg,92.42,87.23,converged,1,20.094,17.579,1579.224,182.206,0.9663,22.576,28905,2004,41625
vp_499566,reduced_compute,sg,97.68,75.9,converged,1,12.772,16.798,1571.705,214.025,0.9788,24.049,28905,2004,41625
vp_499566,reduced_compute,sg_c,98.28,69.81,converged,1,10.358,18.725,1561.966,227.604,0.9854,24.935,28905,2004,41625
vp_499566,missing_low_freq,baseline,5.71,14.62,failed,0,83.02,2.543,1480.403,693.003,0.9155,18.863,28905,2004,41625
vp_499566,missing_low_freq,dg,98.04,81.84,converged,1,10.419,17.174,1562.619,207.783,0.9636,22.262,28905,2004,41625
vp_499566,missing_low_freq,sg,6.6,31.49,failed,0,81.725,9.464,1482.168,493.829,0.9329,19.863,28905,2004,41625
vp_499566,missing_low_freq,sg_c,87.27,63.87,converged,1,19.151,23.521,1554.632,239.847,0.9829,25.19,28905,2004,41625
vp_207628,standard,baseline,10.0,29.85,failed,0,80.987,32.263,1490.144,510.435,0.924,19.492,31730,2888,45910
vp_207628,standard,dg,95.86,86.08,converged,1,15.552,17.964,1573.306,172.497,0.966,22.324,31730,2888,45910
vp_207628,standard,sg,97.62,72.02,converged,1,11.466,17.906,1565.835,211.897,0.9821,24.294,31730,2888,45910
vp_207628,standard,sg_c,94.82,66.59,converged,1,13.362,20.091,1559.46,225.539,0.9828,24.343,31730,2888,45910
vp_207628,reduced_compute,baseline,5.12,24.83,failed,0,84.49,1.772,1480.315,673.912,0.9093,18.322,31730,2888,45910
vp_207628,reduced_compute,dg,74.83,40.34,buffer,0,33.127,31.042,1579.533,506.663,0.9267,19.57,31730,2888,45910
vp_207628,reduced_compute,sg,95.07,77.49,converged,1,16.004,18.316,1574.477,196.055,0.9667,22.621,31730,2888,45910
vp_207628,reduced_compute,sg_c,95.9,76.11,converged,1,12.934,20.267,1564.072,197.943,0.9759,23.573,31730,2888,45910
vp_207628,missing_low_freq,baseline,5.12,21.33,failed,0,84.729,0.485,1480.048,707.769,0.9086,18.351,31730,2888,45910
vp_207628,missing_low_freq,dg,5.12,17.52,failed,0,81.314,7.243,1483.439,700.843,0.9062,17.854,31730,2888,45910
vp_207628,missing_low_freq,sg,12.79,39.61,failed,0,77.939,27.815,1491.136,536.516,0.9237,19.373,31730,2888,45910
vp_207628,missing_low_freq,sg_c,92.11,71.92,converged,1,15.948,21.74,1560.331,210.373,0.9794,24.182,31730,2888,45910
vp_680250,standard,baseline,92.98,78.69,converged,1,15.52,22.873,1570.675,208.387,0.956,23.474,27157,3586,41204
vp_680250,standard,dg,95.58,87.53,converged,1,13.754,19.37,1563.766,197.585,0.9617,23.776,27157,3586,41204
vp_680250,standard,sg,90.76,89.01,converged,1,19.652,20.181,1582.891,159.429,0.972,24.795,27157,3586,41204
vp_680250,standard,sg_c,97.31,95.4,converged,1,12.913,20.871,1557.602,134.669,0.9823,25.731,27157,3586,41204
vp_680250,reduced_compute,baseline,7.45,21.72,failed,0,88.727,1.094,1480.124,659.769,0.8933,18.986,27157,3586,41204
vp_680250,reduced_compute,dg,76.93,83.16,converged,1,27.449,21.107,1589.146,201.003,0.948,22.905,27157,3586,41204
vp_680250,reduced_compute,sg,83.39,92.58,converged,1,24.266,20.484,1587.423,148.251,0.9623,24.063,27157,3586,41204
vp_680250,reduced_compute,sg_c,94.09,93.73,converged,1,18.204,21.478,1580.976,146.901,0.9769,25.271,27157,3586,41204
vp_680250,missing_low_freq,baseline,7.45,16.45,failed,0,88.81,0.61,1480.031,721.328,0.8896,18.664,27157,3586,41204
vp_680250,missing_low_freq,dg,81.11,60.79,converged,1,30.268,28.46,1581.055,459.941,0.9256,21.232,27157,3586,41204
vp_680250,missing_low_freq,sg,7.45,42.08,failed,0,87.11,5.212,1481.665,528.728,0.8989,19.647,27157,3586,41204
vp_680250,missing_low_freq,sg_c,96.45,95.68,converged,1,13.201,20.988,1558.547,130.463,0.9793,25.508,27157,3586,41204
vp_397760,standard,baseline,35.39,55.36,failed,0,71.384,66.064,1545.727,727.381,0.91,19.271,29632,3069,43427
vp_397760,standard,dg,77.29,51.55,buffer,0,33.487,37.069,1567.523,644.09,0.9429,19.814,29632,3069,43427
vp_397760,standard,sg,89.11,81.82,converged,1,19.761,24.692,1572.651,205.844,0.9709,22.977,29632,3069,43427
vp_397760,standard,sg_c,90.65,83.68,converged,1,17.644,25.741,1566.26,177.247,0.9763,23.606,29632,3069,43427
vp_397760,reduced_compute,baseline,11.62,22.45,failed,0,83.725,0.0,1480.0,1043.572,0.8931,16.728,29632,3069,43427
vp_397760,reduced_compute,dg,45.3,23.0,failed,0,46.827,41.812,1586.426,771.546,0.9068,18.004,29632,3069,43427
vp_397760,reduced_compute,sg,91.97,75.14,converged,1,17.188,25.853,1565.361,292.989,0.9543,21.187,29632,3069,43427
vp_397760,reduced_compute,sg_c,82.71,78.27,converged,1,23.628,28.781,1571.516,254.626,0.9623,22.331,29632,3069,43427
vp_397760,missing_low_freq,baseline,11.62,19.29,failed,0,83.725,0.0,1480.0,1094.047,0.8917,16.654,29632,3069,43427
vp_397760,missing_low_freq,dg,11.62,2.09,failed,0,83.723,0.069,1480.002,1103.592,0.887,15.983,29632,3069,43427
vp_397760,missing_low_freq,sg,83.09,77.61,converged,1,24.489,25.454,1578.025,285.982,0.9598,21.883,29632,3069,43427
vp_397760,missing_low_freq,sg_c,84.86,80.42,converged,1,21.855,28.323,1566.267,225.329,0.9672,22.813,29632,3069,43427
vp_127630,standard,baseline,8.26,35.26,failed,0,89.99,11.115,1481.942,596.335,0.9053,18.239,25542,3528,39213
vp_127630,standard,dg,80.17,71.32,converged,1,26.946,22.487,1589.041,334.139,0.9477,21.078,25542,3528,39213
vp_127630,standard,sg,81.14,80.67,converged,1,25.538,21.268,1589.959,198.326,0.9616,22.399,25542,3528,39213
vp_127630,standard,sg_c,94.81,84.64,converged,1,13.712,22.003,1566.598,179.562,0.9688,22.874,25542,3528,39213
vp_127630,reduced_compute,baseline,8.08,25.96,failed,0,89.846,8.288,1481.811,832.205,0.8813,16.998,25542,3528,39213
vp_127630,reduced_compute,dg,7.68,19.53,failed,0,86.207,14.018,1485.781,853.522,0.8839,16.888,25542,3528,39213
vp_127630,reduced_compute,sg,53.68,76.73,buffer,0,35.424,22.67,1599.801,265.113,0.9373,20.815,25542,3528,39213
vp_127630,reduced_compute,sg_c,80.1,76.62,converged,1,27.018,23.719,1590.252,227.369,0.9551,21.966,25542,3528,39213
vp_127630,missing_low_freq,baseline,7.43,18.31,failed,0,90.957,2.026,1480.292,924.631,0.8766,16.716,25542,3528,39213
vp_127630,missing_low_freq,dg,7.43,41.87,failed,0,87.322,8.688,1483.945,691.477,0.8967,17.686,25542,3528,39213
vp_127630,missing_low_freq,sg,7.47,20.04,failed,0,81.607,15.958,1490.288,859.944,0.8773,16.884,25542,3528,39213
vp_127630,missing_low_freq,sg_c,93.35,80.22,converged,1,15.666,22.712,1569.899,216.881,0.957,22.058,25542,3528,39213
vp_146836,standard,baseline,12.38,14.63,failed,0,80.367,9.781,1484.462,647.528,0.8755,17.919,31238,4381,46879
vp_146836,standard,dg,46.48,39.35,buffer,0,43.834,33.904,1590.67,555.258,0.8939,18.758,31238,4381,46879
vp_146836,standard,sg,84.9,56.01,buffer,0,53.319,54.881,1567.015,460.977,0.8942,19.707,31238,4381,46879
vp_146836,standard,sg_c,94.61,92.1,converged,1,14.027,23.866,1562.774,152.002,0.969,24.02,31238,4381,46879
vp_146836,reduced_compute,baseline,12.42,6.85,failed,0,80.271,10.576,1485.073,777.506,0.8642,17.12,31238,4381,46879
vp_146836,reduced_compute,dg,22.76,34.08,failed,0,60.746,48.867,1531.012,571.8,0.8758,18.177,31238,4381,46879
vp_146836,reduced_compute,sg,80.64,50.13,buffer,0,39.121,38.009,1579.957,456.31,0.8997,19.796,31238,4381,46879
vp_146836,reduced_compute,sg_c,82.59,92.49,converged,1,34.913,38.613,1562.43,150.302,0.9343,22.403,31238,4381,46879
vp_146836,missing_low_freq,baseline,16.26,4.72,failed,0,73.438,21.761,1494.256,809.506,0.8646,17.102,31238,4381,46879
vp_146836,missing_low_freq,dg,13.09,18.01,failed,0,63.259,14.219,1501.06,704.923,0.8742,17.395,31238,4381,46879
vp_146836,missing_low_freq,sg,83.94,47.0,buffer,0,71.092,69.626,1580.178,553.912,0.8781,18.757,31238,4381,46879
vp_146836,missing_low_freq,sg_c,0.0,25.54,failed,0,201.038,92.319,1737.778,477.052,0.8648,17.683,31238,4381,46879
vp_255740,standard,baseline,89.67,64.94,converged,1,21.087,23.447,1586.578,275.79,0.9747,23.984,26416,1971,38559
vp_255740,standard,dg,91.09,79.96,converged,1,19.55,22.291,1581.406,194.84,0.9675,23.675,26416,1971,38559
vp_255740,standard,sg,91.21,74.84,converged,1,19.732,21.027,1585.001,209.226,0.9752,24.449,26416,1971,38559
vp_255740,standard,sg_c,95.54,74.12,converged,1,13.92,24.502,1569.329,211.514,0.984,25.604,26416,1971,38559
vp_255740,reduced_compute,baseline,7.8,17.1,failed,0,91.396,0.583,1480.011,617.718,0.912,19.388,26416,1971,38559
vp_255740,reduced_compute,dg,82.7,82.29,converged,1,24.737,22.89,1588.491,213.854,0.9503,22.394,26416,1971,38559
vp_255740,reduced_compute,sg,87.85,80.97,converged,1,22.38,21.054,1587.766,189.696,0.9661,23.57,26416,1971,38559
